rooms,area,gross_rent,net_rent,plz,street,place,build_ren_year,infos,balcony_terrace,pets,elevator,car_spot,minergie,wheelchair_access,new_building,washmachine,dishwasher,url_immoscout
2 Zimmer,56 m²,CHF 1190.—,CHF 980.—,3400,Kirchbergstrasse 90,Burgdorf,No information,"Das Mehrfamilienhaus liegt an zentraler Lage und verfügt über eine eigene Einstellhalle. Diverse Einkaufsmöglichkeiten sowie Anschlüsse an den öffentlichen Verkehr befinden sich in unmittelbarer Nähe zur Liegenschaft. Zudem ist die Emme als Naherholungsgebiet in wenigen Gehminuten erreichbar.Die Wohnung verfügt über folgendes:Sonniger BalkonKüche mit Kunstharzabdeckung, Glaskeramik + GeschirrspülerBad mit Badewanne, WC + Lavaboheller Wohn- und SchlafbereichPlatten-/ParkettbodenbelagKeller-/EstrichabteilWandschrankKein LiftHinweis: Es handelt sich dabei um Fotos zwecks Veranschaulichung der Materialisierung. Sie können jedoch vom Objekt leicht abweichen.Für weitere Auskünfte sowie einen unverbindlichen Besichtigungstermin sind wir gerne für Sie da.",True,False,False,False,False,False,False,False,False,https://www.immoscout24.ch/de/d/wohnung-mieten-burgdorf/6989207
"3,5 Zimmer",No information,CHF 1310.—,CHF 1040.—,3322,Feldeggstrasse 36,Urtenen-Schönbühl,No information,"Wir vermieten ab dem 1. Juni 2022 oder nach Vereinbarung eine sanierte 3.5-Zimmerwohnung im 2. Stock (ohne Lift) mit einem sonnigen Balkon mit Abendsonne.Die sanierte Wohnküche ist mit einem Glaskeramikherd sowie Geschirrspüler ausgestattet. Auch das Bad wurde vor wenigen Jahren saniert.In der ganzen Wohnung ist ein Parkettboden verlegt sowie ein Plattenboden in der Küche/Bad. Ein Kellerabteil rundet das Angebot ab.Ein Aussen-Parkplatz kann für Fr. 50.00 dazugemietet werden.Die Liegenschaft befindet sich in einem sehr ruhigen und gepflegten Wohnquartier. Naherholungsgebiete sowie Einkaufsmöglichkeiten befinden sich in nächster Nähe. Öffentliche Verkehrsmittel und der Autobahnanschluss Schönbühl-Urtenen sind ebenfalls in wenigen Minuten erreichbar.Wir freuen uns, Sie bei einer Besichtigung begrüssen zu dürfen.www.urtenen-schoenbuehl.chwww.rbs.chwww.sbb.ch",True,False,False,False,False,False,False,False,False,https://www.immoscout24.ch/de/d/wohnung-mieten-urtenen-schoenbuehl/6979384
2 Zimmer,65 m²,CHF 2185.—,CHF 1885.—,3011,"Zeughausgasse 27, Wohnungen",Bern,1927,"Sind Sie auf der Suche nach Exklusivität in der Berner Innenstadt? Wir bieten Ihnen ein absolutes Schmuckstück!Per 01.05.2022 vermieten wir im Herzen von Bern eine schöne und attraktive Dachwohnung, welche 2015 komplett neu saniert wurde.Die Wohnung verfügt über folgende Ausstattung:Dazu unser Immofilm unter folgendem Link: https://youtu.be/ToPdCyRCGVgHochwertiger InnenausbauEine moderne offene Küche mit GeschirrspülerParkett- und PlattenbödenEigener Wäscheturm (Waschmaschine / Tumbler)WandschränkeEstrichabteilZentrale LageLiftHaben wir Ihr Interesse geweckt? Dann zögern Sie nicht und kontaktieren Sie uns noch heute.Multimediasteckdose",False,False,True,False,False,False,False,False,False,https://www.immoscout24.ch/de/d/dachwohnung-mieten-bern/6959490
"4,5 Zimmer",170 m²,CHF 2500.—,CHF 2130.—,3114,Austr. 7,Wichtrach,1992,"In der Überbauung ""Sonnmatte"" vermieten wir eine 4.5-Zimmer-Dachwohnung mit folgenden Vorzügen (Bilder sind typähnlich):Parkett- und PlattenbodenGrosser, sonniger, gedeckter Balkon mit AussichtGalerie mit ChemineeGeschirrspülerBadezimmer mit Doppellavabo, Schränke & Badewanne2 separate WC's2 ReduitsEigene WaschkücheKellerabteilKinderfreundlich mit SpielplatzNähe BahnhofEinstellhallenplatz zu CHF 100.00 dazumietbarHaben wir Ihr Interesse geweckt?",True,False,False,False,False,False,False,False,False,https://www.immoscout24.ch/de/d/dachwohnung-mieten-wichtrach/6959270
"4,5 Zimmer",103 m²,CHF 2180.—,CHF 1900.—,3656,Emmitweg 1,Aeschlen ob Gunten,No information,"ab sofort zu vermieten 4 1/2 Zimmerwohnung gepflegt mit Weitsicht. Ebenerdiger Eingang, Grosses helles Wohnzimmer mit Schwedenofen, anschliessend Essecke und Theke mit direktem Durchgang zu Küche.Schlafzimmer und zwei weitere kleinere Zimmer.Bad mit WC und Bad mit DuscheAbstellkammer mit Vorbereitung für eigene Waschmaschine. Gegen Aufpreis wird Waschmaschine und Tumbler zur Vergfügung gestellt.2 Abstellplätze mit einer Länge von 6.5 m in darunterliegender Einstellhalle können dazugemietet werden.Kellerabteil und Nutzungsrecht für gemeinsame Waschmaschine und Trockenraum",True,False,True,False,False,True,False,False,True,https://www.immoscout24.ch/de/d/wohnung-mieten-aeschlen-ob-gunten/6946163
"3,5 Zimmer",87 m²,CHF 1930.—,CHF 1670.—,2503,Mattenstrasse 2,Biel/Bienne,No information,"Zwischen vier Wände und ein Dach passen viele Träume. Dr.Meyer unterstützt Sie tatkräftig bei der Suche Ihres neuen Daheims. Das Träumen überlassen wir Ihnen:Die WohnungSaniert im 2022; Verfügbar ab sofortKüche mit Geschirrspüler, Glaskeramikkochfeld, Backofen und HochschränkeBadezimmer mit BadewanneZimmer mit ParkettbodenZwei BalkoneDas GebäudeZentrale Lage in Biel5 Gehmintuen vom Bahnhof entferntDie Dr.Meyer Immobilien AG in ZahlenRund 90 Mitarbeitende - So sorgen wir dafür, dass Ihre Anliegen schnell und effizient bearbeitet werden.Über 20 000 Mieterinnen und Mieter - Klare Abläufe sorgen dafür, dass Sie sich bei uns wohlfühlen.Mehr als 9 000 Wohnungen - Sicher ist auch etwas für Sie dabei.Ist das Ihr neues Daheim? Kontaktieren Sie uns für einen Besichtigungstermin und finden Sie es vor Ort heraus.",True,False,False,False,False,False,False,False,False,https://www.immoscout24.ch/de/d/wohnung-mieten-biel-bienne/6920641
"4,5 Zimmer",108 m²,CHF 1740.—,CHF 1490.—,3250,Hofstattweg 2,Lyss,2022,"Diese neu renovierte 4.5-Zimmerwohnung verfügt über folgende Ausstattung:neue Kücheneues BadKüche und Korridor neuer moderner VinylbodenZimmer und Wohnbereich ParkettCheminéegeräumiger BalkonKellerabteilAufgrund einer umfassender Fassadensanierung im 2023 wird sich der Mietzins im Herbst 2023 um CHF 150.00 erhöhen.Einstellhallenplatz kann dazu gemietet werden.Rufen Sie uns für einen Besichtigungstermin an, wir freuen uns auf Sie.",True,True,True,False,False,False,False,False,True,https://www.immoscout24.ch/de/d/wohnung-mieten-lyss/6917764
"2,5 Zimmer",No information,CHF 1190.—,CHF 1030.—,4900,Waldhofstrasse 34,Langenthal,No information,No information,False,False,False,False,False,False,False,False,False,https://www.immoscout24.ch/de/d/wohnung-mieten-langenthal/6903174
"3,5 Zimmer",64 m²,CHF 1460.—,CHF 1260.—,3072,Nobsstr. 18,Ostermundigen,1961,In einem ruhigen Quartier mit Blick auf das Grüne vermieten wir ab sofort oder nach Vereinbarung eine gemütliche Wohnung mit mordernem Ausbau.Wohnzimmer und Schlafräume mit Laminatsonniger Balkon mit schöner AussichtKüche mit Geschirrspüler und Glaskeramikherdviel Stauraum durch EinbauschränkeKellerarbteilDie Autobahn befindet sich in unmittelbarer Nähe und doch ist die Wohnung ruhig gelegen. Auch Einkaufsmöglichkeiten sind in wenigen Gehminute erreichbar.Haben wir Ihr Interesse geweckt? Bitte zögern Sie nicht uns zu kontaktieren.Die Bilder sind Beispielbilder und können vom Original leicht abweichen!,True,True,False,False,False,False,False,False,False,https://www.immoscout24.ch/de/d/wohnung-mieten-ostermundigen/6859296
3 Zimmer,No information,CHF 1130.—,CHF 930.—,2504,Schollstr. 3-13,Biel/Bienne,No information,No information,False,False,True,False,False,False,False,False,False,https://www.immoscout24.ch/de/d/wohnung-mieten-biel-bienne/6747083
3 Zimmer,60 m²,CHF 1540.—,CHF 1370.—,3072,Flurweg 52,Ostermundigen,1961,"Wir vermieten ab sofort oder nach Vereinbarung neusanierte 3-Zimmerwohnungen am Flurweg 48 52 in Ostermundigen.Die Wohnungen verfügen über zwei unterschiedliche Grundrisse. Ein Grundriss ist mit einem offenen Wohnzimmer. Der andere Grundriss verfügt über einen Eingangsbereich mit Einbauschrank. Die Grundrisspläne finden Sie in der angefügten Vermietungsdokumentation als PDF.Die Wohnungen verfügen zudem über folgende Vorzüge:Wohn- und Schlafzimmer: ParkettbodenKüche, Bad, Korridor: PlattenbodenKüche mit Granitabdeckung, Geschirrspüler, hochliegender Backofen, Kühlschrank mit separatem Gefrierfachschöne Nasszelle mit Badewannegrosszügiger Balkon (Erdgeschoss-Wohnungen haben Zugang zum Garten)KellerabteilWaschküche und Trocknungsraum zur MitbenützungWärme durch Erdsonden Wärmepumpe & PhotovoltaikanlageGebäudehülle mit neuer Aussenwärmedämmung und Kunststofffenster mit 3-fach IsolierverglasungBitte beachten Sie, dass die Liegenschaft über keinen Lift verfügt.Weitere Informationen und Mietzinse finden Sie in der angefügten Vermietungsdokumentation als PDF.Gerne können Sie sich die Wohnung vorgängig mit der 360 grad Aufnahme anschauen um einen besseren Eindruck zu erhalten. https://my.matterport.com/show/?m=xP7xKUaBSwRHaben wir Ihr Interesse geweckt? Gerne zeigen wir Ihnen die verschiedenen Grundrisstypen direkt an einer Besichtigung.Wir freuen uns über Ihre Kontaktaufnahme.Bewerben Sie sich online unter www.immobilien.vfischer.ch/online-service/wohnungsbewerbung",False,False,False,False,False,False,False,False,False,https://www.immoscout24.ch/de/d/wohnung-mieten-ostermundigen/6716815
"2,5 Zimmer",53 m²,CHF 1100.—,CHF 910.—,3372,Jurastrasse 25,Wanzwil,No information,In ruhiger Umgebung vermieten wir eine kleine aber feine und moderne 2.5 Zimmerwohnung.Die Wohnung verfügt über folgende Vorzüge:Offene Küche mit Glaskeramik und GeschirrspülerWaschmaschine & Tumbler in der WohnungGrosszügiger BalkonZimmer mit Viniyboden Wohnbereich mit PlattenParkplatz für Fr. 40.00 kann dazu gemitet werdenHaben wir Ihr Interesse geweckt? Dann zögern Sie nicht sich zu melden. Für eine Besichtigung können Sie sich bei den jetzigen Mietern melden: 078 235 03 08,True,True,False,True,False,False,False,True,True,https://www.immoscout24.ch/de/d/wohnung-mieten-wanzwil/6677279
1 Zimmer,26 m²,CHF 900.—,CHF 760.—,3007,Rosenweg 40,Bern,No information,"Im Weissenbühlquartier vermieten wir per 1. August 2022 ein Studio. Einkaufsmöglichkeiten, ÖV, Restaurants und vieles mehr sind innert wenigen Minuten bequem zu Fuss erreichbar.Das tolle Studio bietet die folgenden Vorzüge:Separate Küche mit FensterBadezimmer mit BadewanneAbtrennbarer Korridor und geräumiger EinbauschrankKellerabteilParkplätze in der blauen Zone im unmittelbaren Umfeld vorhanden.Haben wir Ihr Interesse geweckt? Dann zögern Sie nicht und vereinbaren Sie noch heute einen unverbindlichen  Besichtigungstermin. Wir freuen uns auf Sie!",False,False,False,False,False,False,False,False,False,https://www.immoscout24.ch/de/d/studio-mieten-bern/6540169
3 Zimmer,No information,CHF 1390.—,CHF 1190.—,3027,Neuhausweg 23,Bern,No information,Gemütliche 3 Zimmerwohnung in gepflegter Liegenschaftmit grosse Wiese vor dem Hausöfentliche Verkehrsmittel und Einkaufsmöglichkeiten in unmittelbare Nähe.Hallen- und Freibad Weyermannshaus nur 10 Gehminuten entfernt.Ein Besuch lohnt sich,True,False,True,True,False,False,False,False,False,https://www.immoscout24.ch/de/d/wohnung-mieten-bern/6506411
4 Zimmer,103 m²,CHF 1615.—,CHF 1335.—,2553,Gasse,Safnern,1995,"Komfortable Wohnung in einem 8-Familienhaus, ohne Lift * gut ausgerüstete, offene Küche * ganze Wohnung mit Parkettboden * Eingangsbereich mit Einbauschränken * Bad/ WC * sonnige Dachterrasse mit Weitsicht * KellerDie Liegenschaft befindet sich in einer kinderfreundlichen Siedlung, zwischen dem Dorfzentrum und dem Aareufer. Post, Einkaufsmöglichkeiten sowie Buslinie nach Biel befinden sich im Zentrum des Dorfes.Einstellhallenplatz kann auf Wunsch dazu gemietet werden (Fr. 110.00/ Monat).",True,False,False,False,False,False,False,False,False,https://www.immoscout24.ch/de/d/wohnung-mieten-safnern/6493838
"2,5 Zimmer",59 m²,CHF 1750.—,CHF 1550.—,3011,Gutenbergstrasse 19,Bern,1912,"Wir vermieten per 1. Juli 2022 oder nach Vereinbarung eine im 2017 neu erstellte 2.5-Zimmerwohnung im 5. OG einer schönen Altbauliegenschaft mit hochwertigem Wohnkomfort.Die Wohnung verfügt über:moderne Küche mit Granitabdeckung und Geschirrspülermodernes Bad mit BadewanneZimmer mit Parkettbödengrosszügige Einbauschränke im SchlafzimmerGarderobe im Korridoreigener WaschturmKellerabteilkein Balkonzentral in einem ruhigen Stadtquartier gelegenEin Aussenparkplatz kann für CHF 100.00 pro Monat dazu gemietet werden.Einkaufsmöglichkeiten, Restaurants und Bars sind in kurzer Gehdistanz erreichbar. Die Anbindung an die ÖV sind ebenfalls ideal.Haben wir Ihr Interesse geweckt? Dann zögern Sie nicht uns zwecks Vereinbarung eines Besichtigungstermins zu kontaktieren.Bewerben Sie sich nach der Besichtigung online unter www.immobilien.vfischer.ch/online-service/wohnungsbewerbung",False,False,False,False,False,False,True,False,False,https://www.immoscout24.ch/de/d/wohnung-mieten-bern/6467531
3 Zimmer,No information,CHF 950.—,CHF 750.—,4950,Wiesenstrasse 18,Huttwil,No information,Sie suchen ein neues zu Hause?Kommen Sie ins gemütliche HuttwilDiese wunderschöne 3 Zimmerwohnung bietet Ihnen folgendes:* praktische Einbauküche* pflegeleichte Bodenbeläge* helle Zimmer* Einkaufen & öffentliche Verkehrsmittel in unmittelbarer NäheWIR FREUEN UNS AUF IHREN ANRUF! Ein Besuch lohnt sich.,True,False,False,False,False,False,False,False,False,https://www.immoscout24.ch/de/d/wohnung-mieten-huttwil/6354096
"4,5 Zimmer",No information,CHF 2510.—,CHF 2260.—,3645,C. F. L.-Lohner-Strasse 42,Gwatt (Thun),No information,No information,False,False,False,False,False,False,False,False,False,https://www.immoscout24.ch/de/d/wohnung-mieten-gwatt-thun/6332459
2 Zimmer,No information,CHF 1500.—,CHF 1300.—,3096,Oberbalmstrasse 225,Oberbalm,2017,"Wir vermieten per 1. August 2022 eine geräumige 2-Zimmer-Dachwohnung mit Galerie in Oberbalm BE.Es erwartet Sie eine wunderschöne Wohnung mit einem grosszügigen gedeckten Balkon (18 m2) und einem Gartensitzplatz zur Mitbenützung.Zudem profitieren Sie von folgenden Vorzügen:Wohnung im 2017 totalsaniertgrosses Badezimmer mit DuschePlattenböden in Küche/Wohnzimmer/BadezimmerParkett-/Holzboden in Schlafzimmer und auf GaleriePostautohaltestelle wenige Gehminuten entfernt/gute Verbindungen nach BernAussenparkplatz kann dazugemietet werdenNaherholungsgebiet Gantrisch/wunderschöne Wanderwege vor der HaustürHaben wir Ihr Interesse geweckt? Dann zögern Sie nicht, uns für einen unverbindlichen Besichtigungstermin zu kontaktieren.",True,True,False,True,False,False,False,False,True,https://www.immoscout24.ch/de/d/wohnung-mieten-oberbalm/6296621
3 Zimmer,63 m²,CHF 1490.—,CHF 1240.—,3063,Längfeldstrasse 16,Ittigen,1970,"Sonnige, ruhige, zentrale Lage - Einkaufsmöglichkeiten und öV in der NäheZu vermieten steht eine sanierte, helle und geräumige WohnungKüche mit Geschirrspüler, Glaskeramik-Kochfeld, Granitabdeckung - Platten- und Parkettbödensaniertes und modernes BadezimmerBalkonKellerabteilVirtueller Rundgang: https://youtu.be/okA9V9p4p6k (Link kopieren)",True,False,True,False,False,False,False,False,False,https://www.immoscout24.ch/de/d/wohnung-mieten-ittigen/6047858
"5,5 Zimmer",156 m²,CHF 2370.—,CHF 2140.—,3325,Bergweg 14,Hettiswil b. Hindelbank,No information,"sonnig und ruhig gelegenCheminéeofen für gemütliche Stundensonnige und grosse Terrasse, ca. 20 m2grosszügige ZimmerEinbauschränke2 x Dusche/WCBadewanne mit Ausblick!RiemenbödenWandschränke im KorridorKüche mit GS, Cerankochfeld, grosser Kühl- und GefrierschrankWaschturmzwei Autoabstellplätze à CHF 50.00 mtl.Reduitgrosser Kellerabteil",True,False,False,True,False,False,False,False,False,https://www.immoscout24.ch/de/d/duplex--maisonette-wohnung-mieten-hettiswil-b-hindelbank/5990855
3 Zimmer,62 m²,CHF 1325.—,CHF 1200.—,2555,Sonnhalde 7,Brügg BE,2012,"An ruhiger Top-Wohnlage nähe Wald und ÖV mit grossem Umschwung und Biotop vermieten wir eine sehr schöne,moderne 3-Zimmerwohnung mit Balkon für Fr. 1'325.00 (inkl. NK Fr. 125.00)/ sowie eine  2 1/2 Zimmer ( 53m2) mit Balkon für Fr. 1'275.00 (inkl. NKFr. 125.00) in kleiner Liegenschaft.Gesamtsanierung 2012/13•moderne offene Küche mit Granit-Arbeitsplatte•Geschirrspühler•schönes Bad mit Dusche•Laminat- und Plattenboden•Kellerabteil•allgemeiner Gartensitzplatz unter Pergola vorhanden•Aussenparkplatz kann dazu gemietet werden Fr. 40.00     monatlichKleine Haustiere sind erlaubt.",True,False,False,True,True,False,False,False,True,https://www.immoscout24.ch/de/d/wohnung-mieten-bruegg-be/5617050
"3,5 Zimmer",No information,CHF 1790.—,CHF 1570.—,3014,Winkelriedstrasse 14,Bern,2022,"Wir vermieten per 1. Juni 2022an der Winkelriedstrasse 14 in Bern eine frisch, sanierte 3.5-Zimmerwohnung im 3. Stock.Die Wohnung verfügt über:moderner und grosszügiger Grundrissabschliessbare Küche mit Granitabdeckung, Glaskeramikkochfeld, Geschirrspüler und zugang zum BalkonBadezimmer mit Badewanne, WC, Lavabo mit Unterbau und Spiegelschrank2 SchlafzimmerEntrée mit WandschränkenReduitBalkonParkett- und PlattenbödenKellerabteilnahe ÖV und Einkaufsmöglichkeitenein Einstellhallenplatz kann für Fr. 130.00/Mt. dazugemietet werdenHaben wir Ihr Interesse geweckt, dann dürfen Sie sich gerne bei Herrn Kern (Bewirtschaftung) unter der Nummer, 031 357 05 00melden, um einen Besichtigungstermin zu vereinbaren.Wir freuen uns auf Ihren anruf.",True,False,True,True,False,False,False,False,True,https://www.immoscout24.ch/de/d/wohnung-mieten-bern/5519494
3 Zimmer,75 m²,CHF 1275.—,CHF 1075.—,2502,Giessereigässli 21,Biel/Bienne,No information,"Sie interessieren sich für eine Wohnung im Stadtzentrum, die jedoch trotzdem ruhig gelegen ist...3-Zimmerwohnung im 2.OG mit Gartensitzplatz zur MitbenützungDie Wohnung verfügt über:offene/renovierte Küche mit GS/GKrenoviertes Bad mit BadewanneLaminat- und PlattenbödenEinkaufsmöglichkeiten und öffentliche Verkehrsmittel sind in unmittelbarer Nähe.",False,True,False,False,False,False,False,False,True,https://www.immoscout24.ch/de/d/wohnung-mieten-biel-bienne/5167712
"1,5 Zimmer",54 m²,CHF 1783.—,CHF 1583.—,3013,Klösterlistutz 2,Bern,No information,"Umgeben von den alten Turmmauern aus dem 13. Jahrhundert - verbunden mit einem architektonisch hochstehenden Innenausbau!Per 1. Juni 2022 oder nach Vereinbarung vermieten wir in der Felsenburg im 1. OG des Turms eine moderne 1.5-Zimmerwohnung.Moderne Küche mit Glaskeramik und GeschirrspülerBad mit Badewanne und eigener Waschmaschine und TumblerGeölter ParkettbodenAnteil der gemeinschaftlichen Terrasse mit schönem Ausblick auf die AareKellerHaben wir Ihre Interesse geweckt? Dann freuen wir uns auf Ihren Anruf, um einen unverbindlichen Besichtigungstermin zu vereinbaren.",True,False,False,True,False,False,False,True,True,https://www.immoscout24.ch/de/d/wohnung-mieten-bern/3373078
